order_id,customer_id,product_id,carrier_id,order_date,required_date,shipped_date,status,quantity,total_amount,days_delayed
1009,76,50,5,2024-08-07,2024-08-12,2024-08-23,DELIVERED,15,4876.05,11
1010,39,7,1,2023-10-12,2023-10-22,2023-10-23,DELIVERED,8,1224.08,1
1011,40,5,3,2024-04-23,2024-04-28,,Cancelled,64,7023.36,
1012,15,7,5,2022-10-09,2022-10-28,,cancelled,47,7191.47,
1013,74,46,1,2022-06-11,2022-06-21,2022-06-23,DELIVERED,71,10782.06,2
1014,76,5,,2023-10-01,2023-10-17,2023-10-18,Delivered,13,1426.62,1
1015,43,16,5,2023-06-26,2023-07-04,,Cancelled,,881.43,
1016,88,27,2,2022-09-17,2022-09-25,,Canceled,1,26.03,
1017,76,23,3,2024-03-06,2024-03-15,,cancelled,18,3747.96,
1018,52,1,4,2024-05-10,2024-05-21,,Canceled,15,72201.0,
1019,18,44,1,2023-05-25,2023-06-01,2023-05-31,Delivered,51,196860.0,0
1020,16,47,2,2022-01-29,2022-02-14,2022-02-15,Deliverd,83,18548.84,1
1021,56,32,2,2023-02-17,,2023-03-19,Deliverd,63,29930.04,0
1022,23,19,2,2024-07-28,,2024-08-14,Delivered,36,14089.32,0
1023,57,31,2,2024-07-09,,2024-07-24,delivered,29,4060.87,6
1024,35,45,3,2024-11-09,2024-12-02,2024-12-02,DELIVERED,,5265.52,0
1025,24,37,5,2022-08-08,2022-08-18,2022-08-17,Delivered,,19394.96,0
1026,93,47,1,2024-05-09,2024-05-30,2024-05-29,DELIVERED,40,8939.2,0
1027,42,13,5,2024-01-01,2024-01-07,2024-01-27,Deleyed,32,10148.16,20
1028,6,15,2,2024-06-01,2024-06-21,2024-06-29,Delivered,53,4310.49,8
1029,53,1,3,2022-10-05,2022-10-15,2022-10-13,Deliverd,76,365818.4,0
1030,36,31,1,2022-09-01,2022-09-06,2022-09-12,Delivered,89,12462.67,6
1031,45,18,5,2024-04-23,2024-05-06,2024-05-08,delivered,1,219.28,2
1032,26,47,1,2022-02-13,2022-03-09,2022-03-08,DELIVERED,23,5140.04,0
1033,20,44,3,2022-10-03,2022-10-07,2022-10-12,delivered,,216160.0,5
1034,28,49,1,2024-12-27,2025-01-04,2025-01-12,Deleyed,21,1783.11,8
1035,43,38,5,2024-12-01,2024-12-26,,Canceled,75,4557.0,
1036,49,26,2,2024-06-30,2024-07-11,2024-07-10,Delivered,38,7616.72,0
1037,51,36,1,2022-04-21,2022-05-01,,Canceled,62,21485.48,
1038,71,16,1,2022-09-16,2022-09-26,2022-09-28,Delivered,69,5528.97,2
1039,90,9,2,2023-01-01,2023-01-05,2023-01-25,Deleyed,29,7247.68,20
1040,100,49,,2023-10-22,2023-11-08,2023-11-09,Delivered,2,169.82,1
1041,25,6,1,2022-12-04,2022-12-31,,CANCELLED,89,24911.99,
1042,38,33,1,2022-02-22,2022-03-20,2022-04-03,Delivered,83,29803.64,14
1043,37,12,2,2024-09-03,2024-09-15,2024-09-22,DELAYED,98,47557.44,7
1044,34,1,1,2022-02-23,2022-02-27,,cancelled,85,409139.0,
1045,35,27,2,2022-11-04,2022-11-19,2022-11-27,DELAYED,20,520.6,8
1046,31,27,1,2024-02-08,2024-03-05,2024-03-03,Deliverd,27,,0
1047,68,26,1,2024-12-12,2024-12-20,2024-12-20,Delivered,33,6614.52,0
1048,49,34,2,2022-12-30,2023-01-19,2023-02-08,Delayed,25,6749.25,20
1049,83,34,2,2022-10-17,2022-11-11,2022-11-25,Deleyed,,19977.78,14
1050,40,14,4,2022-09-25,2022-10-09,,CANCELLED,14,6851.46,
1051,30,12,1,2024-03-09,2024-03-17,2024-03-27,delivered,52,25234.56,10
1052,74,19,3,2022-02-17,2022-03-13,2022-03-13,Delivered,66,25830.42,0
1053,90,30,2,2024-10-22,2024-11-10,2024-11-16,Delivered,79,39017.31,6
1054,76,34,2,2023-08-20,2023-08-30,2023-09-10,Deliverd,33,8909.01,11
1055,93,34,4,2022-07-04,2022-07-10,,Cancelled,60,16198.2,
1056,93,27,1,2023-02-10,2023-02-28,2023-02-28,Deliverd,5,130.15,0
1057,4,12,1,2024-08-03,,2024-08-27,Delayed,27,13102.56,5
1058,37,17,4,2024-12-08,2024-12-11,2024-12-19,Deliverd,94,44477.98,8
1059,10,9,3,2024-03-13,2024-03-27,,Cancelled,8,1999.36,
1060,76,22,4,2022-08-11,2022-08-31,2022-09-01,delivered,4,1831.52,1
1061,12,27,3,2024-11-01,,2024-11-08,DELIVERED,10,260.3,0
1062,56,26,4,2022-03-29,2022-04-27,2022-05-01,Delivered,55,11024.2,4
1063,51,24,2,2022-02-06,2022-02-10,2022-02-26,Delivered,50,23537.0,16
1064,66,4,3,2023-03-12,2023-03-18,2023-03-24,Delivered,56,24293.36,6
1065,39,8,1,2022-10-20,,2022-11-21,Deliverd,31,13434.47,10
1066,48,15,2,2024-12-18,2024-12-25,2024-12-31,Delayed,83,6750.39,6
1067,24,19,3,2022-04-08,2022-04-27,2022-05-03,Deliverd,74,28961.38,6
1068,71,25,5,2024-05-11,2024-06-07,,CANCELLED,100,33182.0,
1069,14,22,2,2024-01-20,2024-02-10,2024-02-22,DELAYED,73,33425.24,12
1070,52,50,2,2022-12-25,2023-01-03,2023-01-02,Delivered,56,18203.92,0
1071,4,49,4,2024-08-26,2024-09-02,2024-09-10,delayed,54,4585.14,8
1072,85,34,2,2024-11-30,2024-12-22,2024-12-24,DELIVERED,18,4859.46,2
1073,4,28,5,2022-08-30,2022-09-06,,Canceled,44,4532.44,
1074,10,25,5,2022-10-28,2022-11-13,2022-11-15,Deliverd,45,9422.55,2
1075,33,49,3,2022-10-26,2022-11-22,2022-12-02,Deliverd,16,1358.56,10
1076,4,41,3,2023-09-29,2023-10-29,,,6,692.52,
1077,11,13,5,2024-03-11,2024-03-26,2024-04-07,DELIVERED,10,,12
1078,36,40,1,2022-05-16,2022-05-31,,Cancelled,83,29408.56,
1079,83,38,2,2022-12-29,2023-01-28,,cancelled,57,,
1080,92,11,4,2024-10-11,2024-10-28,2024-11-11,Deleyed,8,574.88,14
1081,73,25,4,2022-10-08,2022-10-22,2022-10-20,DELIVERED,7,3438.19,0
1082,46,9,1,2023-06-23,2023-06-28,2023-06-29,DELIVERED,41,10246.72,1
1083,15,39,1,2022-06-12,2022-06-29,2022-06-28,DELIVERED,21,214.83,0
1084,34,19,5,2023-12-08,2023-12-23,2023-12-24,delivered,40,15654.8,1
1085,36,7,1,2024-03-21,2024-04-02,,CANCELLED,56,8568.56,
1086,10,11,,2024-08-21,2024-09-10,2024-09-27,Delivered,24,1724.64,17
1087,95,35,5,2023-01-09,2023-01-15,2023-01-16,Deliverd,44,9712.12,1
1088,41,35,2,2023-05-13,2023-05-19,,CANCELLED,,19424.24,
1089,67,16,4,2024-05-27,2024-06-11,2024-06-09,Delivered,,4166.76,0
1090,87,6,2,2022-06-22,2022-07-16,2022-07-16,DELIVERED,51,14275.41,0
1091,67,47,2,2023-06-27,2023-07-12,,Cancelled,10,2234.8,
1092,69,36,1,2024-07-24,2024-08-20,,CANCELLED,76,26337.04,
1093,85,39,1,2022-02-03,2022-02-11,2022-02-21,DELIVERED,89,32709.28,10
1094,9,36,5,2023-11-23,2023-12-23,,CANCELLED,81,28069.74,
1095,70,12,3,2022-03-15,2022-04-09,2022-04-16,delayed,31,15043.68,7
1096,81,5,5,2024-07-14,2024-07-25,2024-08-01,Deleyed,93,10205.82,7
1097,74,21,2,2024-06-12,2024-07-01,2024-07-10,Delayed,67,3629.39,9
1098,4,45,1,2022-01-02,2022-01-17,2022-01-22,Deliverd,35,14176.4,5
1099,33,24,3,2022-03-20,2022-03-23,2022-03-25,Deliverd,35,16475.9,2
1100,29,18,5,2023-08-26,2023-09-03,2023-09-11,Delivered,51,21259.35,8
1101,23,47,3,2023-11-03,2023-11-11,,Canceled,62,13855.76,
1102,14,15,1,2023-03-30,2023-04-29,2023-05-01,DELIVERED,65,5286.45,2
1103,42,2,3,2024-03-02,2024-04-01,,cancelled,79,17908.51,
1104,62,5,5,2022-09-03,2022-09-27,,Canceled,15,1646.1,
1105,42,20,4,2023-07-06,2023-08-03,2023-08-03,DELIVERED,12,3770.88,0
1106,55,7,5,2023-03-16,2023-04-14,2023-05-04,Delayed,31,4743.31,20
1107,16,25,4,2022-08-12,2022-08-24,2022-08-24,Delivered,79,21275.49,0
1108,52,50,5,2022-01-14,2022-01-25,2022-01-27,DELIVERED,45,14628.15,2
1109,69,49,4,2024-05-02,2024-05-06,2024-05-26,delivered,58,4924.78,20
1110,37,46,3,2023-07-27,2023-08-16,2023-08-23,Delivered,79,11996.94,7
1111,48,10,1,2023-11-12,2023-11-15,2023-11-15,delivered,40,11607.2,0
1112,62,21,1,2022-08-26,2022-09-23,2022-09-29,Deliverd,44,2383.48,6
1113,50,40,5,2023-09-14,2023-09-26,,CANCELLED,50,17716.0,
1114,20,42,3,2023-03-31,2023-04-16,2023-05-05,delayed,53,1822.14,19
1115,25,48,1,2022-05-23,2022-06-11,2022-06-19,delivered,18,4677.84,8
1116,54,34,1,2022-07-09,2022-07-13,2022-07-18,Deleyed,32,8639.04,5
1117,42,31,3,2024-04-07,2024-04-26,2024-04-28,DELIVERED,60,8401.8,2
1118,31,43,4,2022-03-08,2022-03-21,2022-03-31,delivered,71,10564.09,10
1119,94,29,2,2022-12-26,2022-12-31,2023-01-11,delayed,92,36397.04,11
1120,95,40,5,2022-12-20,2022-12-27,,Cancelled,28,9920.96,
1121,84,11,2,2022-06-04,2022-06-27,2022-06-29,delivered,42,3018.12,2
1122,38,11,2,2022-09-08,,2022-10-16,DELAYED,51,3664.86,20
1123,24,29,5,2024-10-17,2024-11-08,2024-11-09,delivered,1,395.62,1
1124,28,47,4,2024-08-17,2024-09-13,,cancelled,15,3352.2,
1125,93,26,3,2024-11-28,2024-12-08,2024-12-06,delivered,94,18841.36,0
1126,89,44,3,2024-09-28,2024-10-20,2024-11-08,DELAYED,27,104220.0,19
1127,50,18,1,2024-12-31,2025-01-15,2025-01-17,DELIVERED,39,4905.42,2
1128,20,2,1,2022-11-30,2022-12-09,,cancelled,100,22669.0,
1129,26,4,2,2023-07-22,2023-08-14,,CANCELLED,79,34270.99,
1130,15,47,2,2022-08-24,2022-08-31,2022-09-06,Deleyed,20,4469.6,6
1131,6,9,1,2022-08-24,2022-09-15,2022-09-16,Deliverd,24,5998.08,1
1132,94,40,2,2024-12-19,2025-01-15,2025-01-27,delayed,96,34014.72,12
1133,12,12,3,2023-01-02,2023-01-19,2023-01-20,Deliverd,13,6308.64,1
1134,76,25,3,2022-01-18,2022-02-08,2022-02-27,DELIVERED,17,312.63,19
1135,89,9,3,2022-01-03,2022-01-31,2022-02-12,Delivered,100,24992.0,12
1136,17,20,4,2023-01-26,,2023-02-13,Delivered,98,,2
1137,62,40,3,2024-09-13,2024-09-17,2024-09-25,Delayed,21,7440.72,8
1138,17,15,4,2022-06-24,2022-07-10,2022-07-15,Delayed,17,1382.61,5
1139,52,40,1,2022-01-16,2022-01-26,2022-01-24,Deliverd,47,16653.04,0
1140,23,19,3,2022-05-13,2022-05-27,2022-06-12,Delayed,55,21525.35,16
1141,4,3,1,2022-01-06,2022-01-12,2022-01-10,Deliverd,27,4633.2,0
1142,94,34,1,2022-07-04,2022-07-22,2022-07-20,delivered,13,3509.61,0
1143,14,27,1,2023-12-03,2023-12-28,2023-12-27,delivered,58,1509.74,0
1144,52,32,3,2023-08-13,2023-08-27,,,39,4202.25,
1145,72,32,,2024-12-17,2025-01-10,2025-01-11,delivered,4,440.96,1
1146,46,10,4,2024-06-19,2024-06-30,2024-07-17,delayed,11,,17
1147,81,20,1,2023-06-29,2023-07-14,2023-08-01,Delayed,43,13512.32,18
1148,71,35,2,2022-09-12,2022-09-23,2022-09-23,DELIVERED,99,21852.27,0
1149,39,3,5,2022-05-15,2022-05-28,2022-05-30,Deliverd,76,13041.6,2
1150,16,29,5,2024-10-06,2024-10-29,2024-11-05,DELIVERED,88,34814.56,7
1151,32,32,1,2022-11-01,2022-11-10,2022-11-24,DELAYED,62,17967.6,14
1152,73,19,5,2024-11-21,2024-12-15,,CANCELLED,75,29352.75,
1153,7,14,1,2023-06-25,2023-07-03,2023-07-12,delayed,60,29363.4,9
1154,90,24,2,2022-02-26,2022-03-21,2022-03-23,Deliverd,88,41425.12,2
1155,38,41,5,2024-06-29,2024-07-02,,Cancelled,76,8771.92,
1156,95,34,3,2023-09-15,2023-10-05,2023-10-03,Deliverd,66,17818.02,0
1157,86,21,4,2022-12-20,2022-12-24,2022-12-22,delivered,61,3304.37,0
1158,55,18,5,2022-07-07,2022-08-03,2022-08-21,Deliverd,22,6686.9,18
1159,34,46,2,2024-09-04,2024-09-28,2024-09-30,Deliverd,16,2429.76,2
1160,43,36,5,2023-05-24,2023-06-01,2023-06-15,Deleyed,29,10049.66,14
1161,50,40,3,2024-03-26,2024-04-03,2024-04-12,Deliverd,49,17361.68,9
1162,46,10,4,2022-05-13,2022-05-30,2022-05-30,Deliverd,21,,0
1163,65,35,4,2023-03-31,2023-04-11,,CANCELLED,90,19865.7,
1164,3,5,5,2024-12-15,2025-01-01,,cancelled,55,6035.7,
1165,53,14,2,2023-05-24,2023-06-07,,CANCELLED,92,45023.88,
1166,3,50,3,2022-03-31,2022-04-11,2022-04-09,DELIVERED,90,29256.3,0
1167,54,2,3,2022-07-19,2022-08-04,2022-08-08,Deliverd,73,16548.37,4
1168,94,35,,2024-11-22,2024-11-29,2024-12-01,delivered,70,15451.1,2
1169,49,26,2,2024-11-24,2024-12-24,2025-01-03,delivered,81,16235.64,10
1170,89,37,4,2024-06-20,2024-07-02,,cancelled,40,11408.8,
1171,62,44,1,2022-04-11,2022-04-17,2022-04-22,Deliverd,100,386000.0,5
1172,72,39,2,2024-08-29,2024-09-03,2024-09-09,DELAYED,69,26139.27,6
1173,77,21,3,2022-07-24,2022-08-12,,Cancelled,48,2600.16,
1174,7,17,5,2022-10-06,2022-10-18,,CANCELLED,23,10882.91,
1175,34,21,1,2024-06-09,2024-06-25,2024-07-13,DELAYED,56,3033.52,18
1176,40,37,1,2024-06-26,2024-07-09,,Canceled,58,,
1177,99,41,2,2022-09-25,2022-10-05,2022-10-06,Delivered,24,2770.08,1
1178,20,8,2,2023-12-12,2023-12-22,2023-12-23,Deliverd,23,9967.51,1
1179,50,40,,2024-08-28,2024-09-09,2024-09-18,DELAYED,9,3188.88,9
1180,69,1,,2024-10-27,2024-11-25,2024-11-27,Deliverd,98,471713.2,2
1181,58,1,4,2023-02-06,2023-03-08,2023-03-10,DELIVERED,35,168469.0,2
1182,95,17,5,2022-10-29,2022-11-24,2022-11-30,delivered,30,14195.1,6
1183,66,24,2,2024-12-26,2024-12-30,2025-01-15,delayed,34,16005.16,16
1184,37,42,3,2023-07-04,2023-07-08,2023-07-14,delivered,48,1650.24,6
1185,95,40,5,2022-10-14,2022-10-23,2022-11-03,Delivered,98,34723.36,11
1186,72,2,2,2023-02-27,2023-03-09,2023-03-16,Delivered,25,,7
1187,92,17,1,2022-05-05,,2022-06-07,delivered,43,20346.31,5
1188,82,3,1,2023-07-01,2023-07-23,2023-07-22,Deliverd,90,15444.0,0
1189,86,18,2,2022-05-18,2022-06-16,2022-07-02,Deleyed,33,4443.45,16
1190,14,46,,2024-01-11,2024-02-05,2024-02-07,DELIVERED,71,10782.06,2
1191,50,35,3,2024-07-23,2024-08-11,,CANCELLED,95,20969.35,
1192,33,18,1,2022-05-05,,2022-05-16,Delivered,58,19934.6,0
1193,76,42,5,2024-02-20,2024-03-16,2024-03-15,delivered,29,997.02,0
1194,67,14,5,2024-10-20,2024-10-23,2024-11-02,delayed,23,11255.97,10
1195,50,45,1,2022-01-31,2022-02-08,2022-02-06,Delivered,67,27137.68,0
1196,38,36,1,2024-09-11,2024-10-06,2024-10-14,Delayed,11,3811.94,8
1197,62,49,5,2023-08-16,2023-08-29,2023-09-06,delivered,7,594.37,8
1198,24,49,,2023-10-10,2023-11-08,2023-11-07,DELIVERED,52,4415.32,0
1199,55,43,4,2024-06-15,2024-07-14,2024-07-12,Deliverd,50,7439.5,0
1200,52,21,5,2022-07-04,2022-07-29,2022-08-12,DELIVERED,13,704.21,14
1201,71,28,2,2022-01-31,2022-02-14,,CANCELLED,54,5562.54,
1202,30,1,4,2022-11-23,2022-12-08,,Cancelled,68,327311.2,
1203,48,24,1,2024-09-20,2024-10-18,,cancelled,4,1882.96,
1204,12,9,2,2024-02-12,2024-02-15,,cancelled,3,749.76,
1205,48,49,1,2023-01-18,2023-02-02,2023-01-31,Deliverd,74,6283.34,0
1206,86,46,3,2022-08-30,2022-09-16,2022-10-05,Deleyed,12,1822.32,19
1207,23,28,2,2022-10-24,2022-11-04,2022-11-13,Deliverd,35,3605.35,9
1208,63,23,5,2023-06-26,2023-07-22,2023-07-21,Deliverd,88,13542.32,0
1209,9,47,1,2022-10-17,2022-10-24,2022-10-22,DELIVERED,7,1564.36,0
1210,79,11,5,2023-03-09,2023-04-07,2023-04-08,,72,5173.92,1
1211,10,9,1,2024-11-24,2024-12-02,2024-12-07,,54,13495.68,5
1212,85,30,2,2022-05-01,2022-05-06,2022-05-04,Delivered,14,6914.46,0
1213,5,13,2,2024-06-21,2024-06-25,,cancelled,,1902.78,
1214,42,36,3,2022-06-27,2022-07-16,,Canceled,92,31881.68,
1215,61,39,2,2023-03-13,2023-04-12,2023-04-28,Delayed,33,4841.76,16
1216,100,50,2,2022-10-17,2022-11-04,2022-11-08,Delivered,93,30231.51,4
1217,68,29,3,2024-04-05,2024-04-15,2024-04-15,DELIVERED,33,13055.46,0
1218,76,29,4,2024-04-10,2024-05-10,2024-05-13,DELIVERED,25,9890.5,3
1219,7,9,4,2023-09-14,2023-09-22,2023-09-28,Deliverd,70,17494.4,6
1220,24,14,2,2024-07-08,,2024-07-30,Delivered,73,35725.47,0
1221,14,43,1,2022-08-08,2022-08-12,2022-08-26,Delayed,77,11456.83,14
1222,38,10,1,2024-03-05,2024-03-11,,CANCELLED,43,12477.74,
1223,35,15,3,2022-02-18,2022-03-05,,Canceled,41,3334.53,
1224,54,1,1,2023-01-09,2023-01-26,2023-02-03,Delivered,21,101081.4,8
1225,80,29,3,2023-01-10,2023-01-24,,Cancelled,82,32440.84,
1226,76,46,3,2023-01-27,2023-02-26,2023-02-28,delivered,96,14578.56,2
1227,93,20,,2024-03-15,2024-03-27,,,99,31109.76,
1228,81,35,1,2023-03-16,2023-04-01,2023-04-01,delivered,39,8608.47,0
1229,6,22,5,2022-12-23,2023-01-12,2023-01-11,Delivered,19,8699.72,0
1230,50,5,1,2022-01-27,2022-02-19,2022-02-20,Delivered,70,7681.8,1
1231,75,19,5,2024-10-22,2024-11-02,2024-11-05,delivered,40,15654.8,3
1232,28,5,1,2022-11-18,2022-12-01,2022-11-30,delivered,64,7023.36,0
1233,85,41,1,2023-06-06,2023-06-14,,Canceled,24,2770.08,
1234,87,42,1,2022-07-15,2022-07-20,2022-07-28,Deliverd,54,1856.52,8
1235,79,15,4,2022-08-27,2022-09-01,2022-09-18,DELAYED,18,1463.94,17
1236,76,6,2,2024-07-12,2024-07-25,,cancelled,22,6158.02,
1237,33,23,3,2023-05-08,2023-05-24,2023-05-31,Delivered,67,6793.8,7
1238,56,12,1,2022-08-23,2022-08-28,2022-09-05,delivered,25,12132.0,8
1239,88,47,4,2022-09-12,2022-10-01,,Cancelled,1,223.48,
1240,76,6,5,2024-01-31,2024-02-13,,CANCELLED,94,26311.54,
1241,7,3,5,2022-07-12,2022-07-27,,Canceled,91,15615.6,
1242,75,39,4,2023-03-19,2023-03-24,,cancelled,20,5183.4,
1243,71,4,1,2022-07-16,2022-08-04,2022-08-05,delivered,23,9977.63,1
1244,94,42,3,2022-11-15,2022-11-19,2022-11-19,Delivered,28,962.64,0
1245,7,41,1,2023-02-06,2023-03-03,2023-03-04,delivered,27,3116.34,1
1246,6,46,3,2024-10-16,2024-10-30,2024-11-01,Delivered,25,3796.5,2
1247,59,15,5,2024-03-21,2024-03-30,2024-04-03,Delivered,57,4635.81,4
1248,49,31,1,2022-02-16,2022-03-11,2022-03-23,delivered,39,5461.17,12
1249,51,40,1,2022-03-01,2022-03-12,2022-03-19,delivered,50,,7
1250,97,26,4,2022-04-25,2022-05-09,2022-05-25,delayed,59,11825.96,16
1251,75,4,3,2024-11-14,2024-12-12,2024-12-28,DELAYED,39,16918.59,16
1252,2,27,5,2024-03-12,2024-03-21,2024-03-24,delivered,45,1171.35,3
1253,18,27,2,2022-10-03,2022-10-19,2022-10-18,DELIVERED,86,2238.58,0
1254,80,7,5,2024-11-17,2024-12-10,2024-12-11,delivered,95,14535.95,1
1255,59,47,2,2024-02-18,2024-02-29,2024-02-29,DELIVERED,37,8268.76,0
1256,47,6,1,2023-05-18,2023-05-29,2023-06-04,Deliverd,91,25471.81,6
1257,52,22,4,2024-08-14,2024-09-10,2024-09-23,DELAYED,59,27014.92,13
1258,51,31,5,2023-11-19,2023-11-28,2023-12-11,Deliverd,35,4901.05,13
1259,2,35,1,2023-07-29,2023-08-05,2023-08-05,DELIVERED,90,19865.7,0
1260,58,26,4,2024-03-28,2024-04-19,2024-04-19,,39,7817.16,0
1261,37,18,1,2023-05-06,2023-05-20,,cancelled,24,4765.2,
1262,58,46,2,2022-11-19,2022-12-05,2022-12-05,Deliverd,8,1214.88,0
1263,22,32,1,2022-02-07,2022-02-10,,cancelled,68,28067.68,
1264,34,33,4,2023-07-30,2023-08-12,2023-08-12,Deliverd,59,21185.72,0
1265,60,15,2,2022-12-02,2023-01-01,2023-01-08,Deliverd,57,4635.81,7
1266,9,29,,2022-01-07,2022-01-13,2022-01-23,DELIVERED,69,27297.78,10
1267,24,5,2,2022-02-21,2022-02-28,2022-03-10,delayed,,4389.6,10
1268,26,11,4,2022-09-10,2022-10-07,2022-10-11,DELIVERED,5,359.3,4
1269,17,16,4,2022-12-27,2023-01-22,2023-01-31,DELIVERED,45,3605.85,9
1270,78,13,5,2023-04-26,,2023-05-04,DELIVERED,67,21247.71,1
1271,45,6,4,2023-03-31,2023-04-28,2023-04-27,Delivered,65,18194.15,0
1272,21,49,1,2024-11-13,2024-11-21,2024-12-11,Delayed,65,5519.15,20
1273,72,36,2,2022-07-24,2022-08-07,,Cancelled,87,30148.98,
1274,57,13,4,2024-06-09,2024-07-04,2024-07-04,delivered,42,13319.46,0
1275,38,49,1,2022-11-09,2022-11-16,2022-11-20,delivered,78,6622.98,4
1276,48,22,5,2023-01-13,2023-01-21,2023-01-22,delivered,28,12820.64,1
1277,1,18,4,2023-05-17,2023-05-22,2023-05-22,DELIVERED,14,5817.84,0
1278,66,43,4,2022-01-28,2022-02-21,2022-02-22,delivered,8,1190.32,1
1279,73,21,3,2024-03-01,2024-03-06,2024-03-08,Delivered,33,1787.61,2
1280,35,22,,2022-05-28,2022-06-02,,Cancelled,55,25183.4,
1281,1,23,4,2023-10-20,,,Canceled,24,,
1282,74,5,3,2024-10-13,2024-10-19,2024-10-20,Deliverd,26,2853.24,1
1283,22,14,4,2022-03-16,2022-04-06,,Canceled,10,4893.9,
1284,74,22,4,2022-09-28,2022-10-15,2022-10-20,Deleyed,90,41209.2,5
1285,78,13,3,2023-03-02,2023-03-25,,cancelled,15,4756.95,
1286,46,38,1,2023-11-17,2023-11-25,2023-11-23,Deliverd,9,546.84,0
1287,60,27,2,2024-07-23,2024-08-20,2024-08-18,Deliverd,72,1874.16,0
1288,5,28,3,2024-07-10,2024-07-22,2024-07-21,Delivered,89,9167.89,0
1289,24,28,5,2024-08-21,2024-08-30,2024-08-31,Delivered,79,8137.79,1
1290,23,47,4,2024-02-18,2024-02-28,2024-02-28,delivered,2,446.96,0
1291,43,37,5,2023-04-26,2023-05-01,2023-05-13,DELIVERED,98,27951.56,12
1292,10,46,3,2023-11-08,2023-12-05,2023-12-13,Delivered,33,5011.38,8
1293,53,37,2,2023-05-12,2023-06-10,2023-06-11,delivered,35,9982.7,1
1294,74,47,4,2024-05-10,2024-05-17,,cancelled,28,6257.44,
1295,39,31,1,2024-07-01,2024-07-08,2024-07-14,delivered,42,5881.26,6
1296,5,50,2,2023-11-21,2023-12-09,,cancelled,17,5526.19,
1297,4,37,2,2022-05-12,2022-05-19,,cancelled,7,1996.54,
1298,51,46,5,2024-08-03,2024-08-16,2024-09-01,Deleyed,77,11693.22,16
1299,91,5,2,2022-06-11,2022-07-02,,cancelled,34,3731.16,
1300,27,24,5,2022-05-29,2022-06-08,,CANCELLED,7,3295.18,
1301,14,14,,2023-05-25,2023-06-03,2023-06-02,Deliverd,84,41108.76,0
1302,84,3,1,2024-03-22,2024-04-19,,Canceled,71,12183.6,
1303,34,5,3,2022-04-13,,2022-04-29,delivered,60,6584.4,9
1304,44,28,3,2024-01-21,2024-01-25,2024-01-27,delivered,51,5253.51,2
1305,27,7,5,2023-04-24,2023-04-27,2023-04-27,delivered,28,4284.28,0
1306,55,1,3,2022-09-09,2022-10-03,2022-10-22,DELAYED,57,274363.8,19
1307,95,12,1,2022-04-27,2022-05-05,2022-05-05,Deliverd,,14558.4,0
1308,3,48,5,2022-09-27,2022-10-01,2022-10-02,delivered,99,25728.12,1
1309,60,43,3,2024-02-04,2024-02-08,2024-02-26,Deleyed,70,10415.3,18
1310,47,4,3,2023-06-18,2023-07-04,2023-07-09,Deliverd,50,21690.5,5
1311,44,38,1,2023-11-27,2023-12-16,2023-12-16,DELIVERED,89,5407.64,0
1312,99,29,2,2022-10-29,2022-11-08,2022-11-20,Delayed,74,29275.88,12
1313,45,16,1,2024-12-23,2025-01-09,,Cancelled,90,7211.7,
1314,77,41,1,2024-07-19,2024-08-18,2024-08-29,DELIVERED,29,3347.18,11
1315,32,48,4,2022-08-13,2022-08-31,2022-08-30,delivered,33,8576.04,0
1316,25,42,5,2022-08-20,2022-09-04,2022-09-04,Delivered,49,1684.62,0
1317,66,34,5,2023-08-17,2023-08-29,2023-08-27,Delivered,,17278.08,0
1318,41,40,1,2024-02-06,2024-02-28,2024-03-15,Deleyed,99,35077.68,16
1319,24,15,4,2024-05-24,2024-06-16,2024-06-18,DELIVERED,35,2846.55,2
1320,78,23,4,2022-11-11,2022-11-14,2022-11-21,delayed,70,3571.4,7
1321,56,26,5,2024-04-20,2024-04-29,2024-04-29,delivered,30,6013.2,0
1322,80,43,3,2023-08-31,2023-09-24,2023-09-25,DELIVERED,34,5058.86,1
1323,23,42,1,2022-03-24,2022-03-28,2022-03-27,delivered,11,378.18,0
1324,52,35,4,2022-08-19,,2022-09-14,Delivered,64,14126.72,1
1325,65,12,4,2024-03-08,2024-03-20,2024-03-19,Deliverd,73,35425.44,0
1326,100,48,4,2024-03-05,2024-03-28,2024-04-11,delayed,40,10395.2,14
1327,24,5,,2022-10-16,2022-11-10,2022-11-19,Delayed,25,2743.5,9
1328,58,31,1,2022-08-19,2022-08-31,2022-09-08,DELAYED,79,11062.37,8
1329,55,15,1,2024-11-18,2024-12-13,2024-12-15,delivered,56,4554.48,2
1330,1,13,4,2023-02-07,2023-03-05,2023-03-04,delivered,13,4122.69,0
1331,22,27,2,2022-01-04,2022-01-18,,Cancelled,79,2056.37,
1332,72,15,2,2022-12-02,2022-12-31,2023-01-18,Deleyed,23,1870.59,18
1333,59,12,4,2024-09-17,2024-10-03,2024-10-01,DELIVERED,51,24749.28,0
1334,92,13,2,2023-01-24,2023-01-31,,Canceled,29,9196.77,
1335,64,26,1,2022-05-10,2022-05-29,2022-06-13,Deleyed,62,12427.28,15
1336,35,7,5,2022-12-09,2022-12-12,,Canceled,84,12852.84,
1337,32,35,5,2024-08-01,2024-08-20,2024-08-22,Deliverd,83,18320.59,2
